Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month
2018-04-30,Collier,FL,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2018,4
2023-04-30,Wichita,TX,Passenger,2.0,0.0,2.0,33.0,35.0,5.71,2023,4
2019-02-28,Owyhee,ID,Passenger,1.0,0.0,1.0,5.0,6.0,16.67,2019,2
2021-11-30,Champaign,IL,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2021,11
2017-07-31,Dallas,TX,Passenger,0.0,1.0,1.0,183.0,184.0,0.54,2017,7
2022-05-31,New York,NY,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2022,5
2020-04-30,Pinellas,FL,Passenger,1.0,1.0,2.0,116.0,118.0,1.69,2020,4
2018-09-30,Jefferson,NY,Passenger,0.0,1.0,1.0,231.0,232.0,0.43,2018,9
2024-01-31,Whitman,WA,Truck,9.0,0.0,9.0,8500.0,8509.0,0.11,2024,1
2020-10-31,Larimer,CO,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2020,10
2018-01-31,Sumter,FL,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2018,1
2022-12-31,Rock Island,IL,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2022,12
2019-12-31,Monroe,IL,Passenger,1.0,0.0,1.0,3.0,4.0,25.0,2019,12
2020-04-30,Pend Oreille,WA,Truck,0.0,0.0,0.0,5737.0,5737.0,0.0,2020,4
2018-12-31,Snohomish,WA,Truck,1.0,0.0,1.0,121959.0,121960.0,0.0,2018,12
2018-02-28,Mason,WA,Truck,0.0,0.0,0.0,19721.0,19721.0,0.0,2018,2
2022-03-31,Okanogan,WA,Passenger,77.0,46.0,123.0,26508.0,26631.0,0.46,2022,3
2018-01-31,Fairfax,VA,Passenger,3.0,2.0,5.0,821.0,826.0,0.61,2018,1
2017-11-30,Clark,NV,Passenger,2.0,2.0,4.0,768.0,772.0,0.52,2017,11
2022-08-31,Philadelphia,PA,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2022,8
2021-10-31,Williamsburg,VA,Passenger,0.0,1.0,1.0,6.0,7.0,14.29,2021,10
2020-05-31,Pacific,WA,Truck,0.0,0.0,0.0,7624.0,7624.0,0.0,2020,5
2022-10-31,Hudson,NJ,Passenger,2.0,0.0,2.0,36.0,38.0,5.26,2022,10
2022-05-31,Frederick,MD,Passenger,1.0,1.0,2.0,64.0,66.0,3.03,2022,5
2019-01-31,Snohomish,WA,Passenger,3074.0,1488.0,4562.0,528203.0,532765.0,0.86,2019,1
2023-08-31,Clark,WA,Passenger,6356.0,2435.0,8791.0,313276.0,322067.0,2.73,2023,8
2017-03-31,Orange,CA,Passenger,2.0,1.0,3.0,670.0,673.0,0.45,2017,3
2024-01-31,Honolulu,HI,Passenger,4.0,2.0,6.0,229.0,235.0,2.55,2024,1
2021-11-30,Columbia,OR,Passenger,1.0,0.0,1.0,24.0,25.0,4.0,2021,11
2022-04-30,Mason,WA,Passenger,293.0,176.0,469.0,47482.0,47951.0,0.98,2022,4
2019-06-30,Contra Costa,CA,Passenger,2.0,2.0,4.0,382.0,386.0,1.04,2019,6
2022-11-30,Anne Arundel,MD,Passenger,3.0,3.0,6.0,312.0,318.0,1.89,2022,11
2020-07-31,Ramsey,MN,Passenger,1.0,0.0,1.0,40.0,41.0,2.44,2020,7
2023-08-31,Douglas,CO,Passenger,0.0,1.0,1.0,53.0,54.0,1.85,2023,8
2022-09-30,San Juan,WA,Truck,6.0,0.0,6.0,5951.0,5957.0,0.1,2022,9
2020-04-30,Clackamas,OR,Passenger,2.0,0.0,2.0,202.0,204.0,0.98,2020,4
2021-08-31,Chelan,WA,Truck,0.0,0.0,0.0,23079.0,23079.0,0.0,2021,8
2017-09-30,Mason,WA,Truck,0.0,0.0,0.0,19372.0,19372.0,0.0,2017,9
2021-12-31,Wake,NC,Passenger,1.0,0.0,1.0,120.0,121.0,0.83,2021,12
2021-09-30,Sumter,SC,Passenger,0.0,1.0,1.0,36.0,37.0,2.7,2021,9
2020-03-31,Juneau,AK,Passenger,0.0,2.0,2.0,31.0,33.0,6.06,2020,3
2022-08-31,Boulder,CO,Passenger,2.0,0.0,2.0,41.0,43.0,4.65,2022,8
2020-03-31,Moore,NC,Passenger,0.0,1.0,1.0,167.0,168.0,0.6,2020,3
2017-11-30,Pierce,WA,Passenger,1050.0,942.0,1992.0,525914.0,527906.0,0.38,2017,11
2023-01-31,Walla Walla,WA,Passenger,203.0,106.0,309.0,35730.0,36039.0,0.86,2023,1
2021-12-31,Harris,TX,Passenger,1.0,0.0,1.0,188.0,189.0,0.53,2021,12
2020-07-31,Clark,WA,Truck,0.0,0.0,0.0,82408.0,82408.0,0.0,2020,7
2024-02-29,Island,WA,Truck,44.0,0.0,44.0,20140.0,20184.0,0.22,2024,2
2021-06-30,Greene,MO,Passenger,0.0,1.0,1.0,33.0,34.0,2.94,2021,6
2023-09-30,Adams,WA,Passenger,27.0,12.0,39.0,13086.0,13125.0,0.3,2023,9
2018-12-31,Island,WA,Truck,0.0,0.0,0.0,21173.0,21173.0,0.0,2018,12
2017-08-31,Montgomery,MD,Passenger,1.0,0.0,1.0,309.0,310.0,0.32,2017,8
2017-11-30,Marin,CA,Passenger,1.0,0.0,1.0,56.0,57.0,1.75,2017,11
2022-09-30,Onslow,NC,Passenger,0.0,1.0,1.0,169.0,170.0,0.59,2022,9
2021-07-31,Sumter,SC,Passenger,0.0,1.0,1.0,35.0,36.0,2.78,2021,7
2019-05-31,Adams,WA,Truck,0.0,0.0,0.0,5124.0,5124.0,0.0,2019,5
2019-12-31,Spokane,WA,Passenger,642.0,471.0,1113.0,314988.0,316101.0,0.35,2019,12
2018-06-30,Ferry,WA,Truck,0.0,0.0,0.0,3512.0,3512.0,0.0,2018,6
2022-12-31,Cook,IL,Passenger,4.0,0.0,4.0,184.0,188.0,2.13,2022,12
2021-09-30,Santa Cruz,CA,Passenger,1.0,0.0,1.0,29.0,30.0,3.33,2021,9
2023-12-31,Santa Clara,CA,Passenger,9.0,2.0,11.0,134.0,145.0,7.59,2023,12
2023-12-31,San Mateo,CA,Passenger,2.0,0.0,2.0,52.0,54.0,3.7,2023,12
2017-11-30,Utah,UT,Passenger,0.0,1.0,1.0,143.0,144.0,0.69,2017,11
2020-05-31,Lake,FL,Passenger,1.0,0.0,1.0,23.0,24.0,4.17,2020,5
2022-02-28,Powhatan,VA,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2022,2
2019-03-31,Alexandria,VA,Passenger,1.0,0.0,1.0,151.0,152.0,0.66,2019,3
2020-01-31,District of Columbia,DC,Passenger,1.0,1.0,2.0,208.0,210.0,0.95,2020,1
2020-10-31,Carroll,MD,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2020,10
2017-04-30,Wahkiakum,WA,Truck,0.0,0.0,0.0,1631.0,1631.0,0.0,2017,4
2019-10-31,Middlesex,MA,Passenger,1.0,1.0,2.0,109.0,111.0,1.8,2019,10
2019-09-30,Putnam,TN,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2019,9
2021-12-31,Sevier,AR,Passenger,0.0,1.0,1.0,0.0,1.0,100.0,2021,12
2018-04-30,Whatcom,WA,Passenger,593.0,269.0,862.0,146590.0,147452.0,0.58,2018,4
2021-02-28,Prince William,VA,Passenger,1.0,2.0,3.0,217.0,220.0,1.36,2021,2
2020-07-31,DeKalb,GA,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2020,7
2022-11-30,DeKalb,GA,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2022,11
2021-02-28,Fairbanks North Star,AK,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2021,2
2023-04-30,Okanogan,WA,Truck,3.0,0.0,3.0,16471.0,16474.0,0.02,2023,4
2020-08-31,Asotin,WA,Truck,0.0,0.0,0.0,6670.0,6670.0,0.0,2020,8
2020-09-30,Mercer,NJ,Passenger,0.0,1.0,1.0,16.0,17.0,5.88,2020,9
2018-06-30,Nassau,NY,Passenger,2.0,0.0,2.0,39.0,41.0,4.88,2018,6
2017-07-31,Okanogan,WA,Passenger,4.0,18.0,22.0,25628.0,25650.0,0.09,2017,7
2019-08-31,Penobscot,ME,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2019,8
2019-06-30,Sedgwick,KS,Passenger,1.0,1.0,2.0,105.0,107.0,1.87,2019,6
2019-05-31,Kittitas,WA,Passenger,72.0,35.0,107.0,29555.0,29662.0,0.36,2019,5
2022-09-30,Bexar,TX,Passenger,4.0,3.0,7.0,445.0,452.0,1.55,2022,9
2020-11-30,Kittitas,WA,Truck,0.0,0.0,0.0,14645.0,14645.0,0.0,2020,11
2017-03-31,Sumter,FL,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2017,3
2023-03-31,DeKalb,GA,Passenger,2.0,0.0,2.0,46.0,48.0,4.17,2023,3
2023-06-30,Pima,AZ,Passenger,1.0,0.0,1.0,181.0,182.0,0.55,2023,6
2021-09-30,Wahkiakum,WA,Truck,0.0,0.0,0.0,1814.0,1814.0,0.0,2021,9
2023-11-30,Brevard,FL,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2023,11
2017-11-30,Contra Costa,CA,Passenger,0.0,1.0,1.0,466.0,467.0,0.21,2017,11
2017-12-31,Los Angeles,CA,Passenger,4.0,2.0,6.0,1236.0,1242.0,0.48,2017,12
2018-11-30,Maricopa,AZ,Passenger,3.0,3.0,6.0,1599.0,1605.0,0.37,2018,11
2023-07-31,St. Louis,MO,Passenger,1.0,0.0,1.0,51.0,52.0,1.92,2023,7
2022-11-30,Lincoln,OR,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2022,11
2023-12-31,Texas,MO,Passenger,1.0,0.0,1.0,1.0,2.0,50.0,2023,12
2017-12-31,Sumter,FL,Passenger,0.0,1.0,1.0,10.0,11.0,9.09,2017,12
2023-05-31,Marin,CA,Passenger,1.0,1.0,2.0,30.0,32.0,6.25,2023,5
2020-02-29,Queens,NY,Passenger,1.0,0.0,1.0,54.0,55.0,1.82,2020,2
2017-08-31,Kittitas,WA,Passenger,28.0,21.0,49.0,27887.0,27936.0,0.18,2017,8
2023-11-30,Skamania,WA,Truck,1.0,0.0,1.0,3769.0,3770.0,0.03,2023,11
2018-12-31,Cumberland,NC,Passenger,0.0,1.0,1.0,537.0,538.0,0.19,2018,12
2021-07-31,Salt Lake,UT,Passenger,0.0,1.0,1.0,175.0,176.0,0.57,2021,7
2018-02-28,Dallas,TX,Passenger,0.0,1.0,1.0,190.0,191.0,0.52,2018,2
2023-01-31,Prince William,VA,Passenger,1.0,2.0,3.0,185.0,188.0,1.6,2023,1
2020-07-31,Nassau,NY,Passenger,4.0,0.0,4.0,34.0,38.0,10.53,2020,7
2022-07-31,Albemarle,VA,Passenger,3.0,0.0,3.0,20.0,23.0,13.04,2022,7
2018-05-31,Whatcom,WA,Passenger,612.0,281.0,893.0,147172.0,148065.0,0.6,2018,5
2018-04-30,Montgomery,TN,Passenger,1.0,0.0,1.0,275.0,276.0,0.36,2018,4
2020-07-31,Hudson,NJ,Passenger,1.0,0.0,1.0,39.0,40.0,2.5,2020,7
2017-08-31,Albemarle,VA,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2017,8
2020-11-30,Saginaw,MI,Passenger,1.0,0.0,1.0,11.0,12.0,8.33,2020,11
2022-12-31,Cowlitz,WA,Passenger,406.0,190.0,596.0,70243.0,70839.0,0.84,2022,12
2018-04-30,Douglas,WA,Passenger,41.0,32.0,73.0,27441.0,27514.0,0.27,2018,4
2021-07-31,Douglas,WA,Passenger,100.0,51.0,151.0,28502.0,28653.0,0.53,2021,7
2017-05-31,Maricopa,AZ,Passenger,2.0,1.0,3.0,1818.0,1821.0,0.16,2017,5
2017-09-30,Okanogan,WA,Passenger,5.0,18.0,23.0,25682.0,25705.0,0.09,2017,9
2020-01-31,Ada,ID,Passenger,0.0,1.0,1.0,299.0,300.0,0.33,2020,1
2018-01-31,Grant,WA,Truck,0.0,0.0,0.0,25640.0,25640.0,0.0,2018,1
2020-02-29,Portsmouth,VA,Passenger,0.0,1.0,1.0,78.0,79.0,1.27,2020,2
2022-01-31,Henrico,VA,Passenger,0.0,1.0,1.0,14.0,15.0,6.67,2022,1
2017-11-30,Essex,NJ,Passenger,1.0,0.0,1.0,12.0,13.0,7.69,2017,11
2021-09-30,Shelby,OH,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2021,9
2022-04-30,Franklin,WA,Passenger,179.0,105.0,284.0,61958.0,62242.0,0.46,2022,4
2023-01-31,Bell,TX,Passenger,1.0,0.0,1.0,295.0,296.0,0.34,2023,1
2020-04-30,Grant,WA,Truck,0.0,0.0,0.0,26989.0,26989.0,0.0,2020,4
2019-09-30,Dallas,TX,Passenger,1.0,0.0,1.0,213.0,214.0,0.47,2019,9
2023-08-31,Yuba,CA,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2023,8
2021-04-30,Pennington,SD,Passenger,1.0,0.0,1.0,32.0,33.0,3.03,2021,4
2020-02-29,Brevard,FL,Passenger,0.0,1.0,1.0,90.0,91.0,1.1,2020,2
2021-05-31,Williams,ND,Passenger,0.0,1.0,1.0,7.0,8.0,12.5,2021,5
2023-05-31,Kittitas,WA,Passenger,344.0,104.0,448.0,29417.0,29865.0,1.5,2023,5
2019-10-31,Whitman,WA,Passenger,38.0,45.0,83.0,22708.0,22791.0,0.36,2019,10
2020-02-29,Pacific,WA,Truck,0.0,0.0,0.0,7743.0,7743.0,0.0,2020,2
2021-04-30,Lincoln,WA,Passenger,5.0,13.0,18.0,7749.0,7767.0,0.23,2021,4
2022-10-31,Cumberland,NC,Passenger,1.0,4.0,5.0,362.0,367.0,1.36,2022,10
2023-07-31,Hennepin,MN,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2023,7
2017-04-30,Clallam,WA,Passenger,80.0,68.0,148.0,48127.0,48275.0,0.31,2017,4
2021-06-30,Kings,CA,Passenger,1.0,0.0,1.0,326.0,327.0,0.31,2021,6
2019-08-31,Stafford,VA,Passenger,1.0,1.0,2.0,102.0,104.0,1.92,2019,8
2023-07-31,DuPage,IL,Passenger,2.0,1.0,3.0,34.0,37.0,8.11,2023,7
2021-10-31,Rockingham,NH,Passenger,1.0,0.0,1.0,22.0,23.0,4.35,2021,10
2021-07-31,Fairfax,VA,Passenger,5.0,4.0,9.0,707.0,716.0,1.26,2021,7
2020-10-31,San Diego,CA,Passenger,15.0,2.0,17.0,2728.0,2745.0,0.62,2020,10
2021-03-31,Anne Arundel,MD,Passenger,3.0,1.0,4.0,394.0,398.0,1.01,2021,3
2020-10-31,Suffolk,VA,Passenger,1.0,0.0,1.0,124.0,125.0,0.8,2020,10
2017-08-31,Norfolk,MA,Passenger,1.0,0.0,1.0,39.0,40.0,2.5,2017,8
2017-11-30,Orange,FL,Passenger,1.0,1.0,2.0,144.0,146.0,1.37,2017,11
2021-06-30,Orange,NC,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2021,6
2021-05-31,Pacific,WA,Passenger,43.0,47.0,90.0,16058.0,16148.0,0.56,2021,5
2020-11-30,Los Angeles,CA,Passenger,8.0,10.0,18.0,999.0,1017.0,1.77,2020,11
2018-10-31,Klickitat,WA,Truck,0.0,0.0,0.0,8150.0,8150.0,0.0,2018,10
2021-02-28,Mason,WA,Truck,0.0,0.0,0.0,21043.0,21043.0,0.0,2021,2
2022-10-31,Orange,CA,Passenger,6.0,3.0,9.0,365.0,374.0,2.41,2022,10
2022-08-31,Kern,CA,Passenger,0.0,1.0,1.0,199.0,200.0,0.5,2022,8
2023-11-30,Cumberland,NC,Passenger,1.0,3.0,4.0,296.0,300.0,1.33,2023,11
2021-08-31,St. Clair,IL,Passenger,1.0,0.0,1.0,135.0,136.0,0.74,2021,8
2022-08-31,Danville,VA,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2022,8
2022-07-31,Thurston,WA,Passenger,2240.0,1063.0,3303.0,193211.0,196514.0,1.68,2022,7
2018-02-28,Clallam,WA,Passenger,109.0,101.0,210.0,49362.0,49572.0,0.42,2018,2
2021-06-30,Whatcom,WA,Truck,4.0,0.0,4.0,43897.0,43901.0,0.01,2021,6
2018-07-31,Pima,AZ,Passenger,1.0,1.0,2.0,424.0,426.0,0.47,2018,7
2018-10-31,Hennepin,MN,Passenger,2.0,0.0,2.0,110.0,112.0,1.79,2018,10
2022-05-31,Boone,MO,Passenger,0.0,1.0,1.0,11.0,12.0,8.33,2022,5
2023-09-30,Fairfax,VA,Passenger,6.0,3.0,9.0,541.0,550.0,1.64,2023,9
2021-06-30,Prince George's,MD,Passenger,2.0,1.0,3.0,151.0,154.0,1.95,2021,6
2023-07-31,Houston,GA,Passenger,1.0,0.0,1.0,29.0,30.0,3.33,2023,7
2022-08-31,Hawaii,HI,Passenger,1.0,0.0,1.0,37.0,38.0,2.63,2022,8
2019-12-31,Los Angeles,CA,Passenger,6.0,10.0,16.0,1091.0,1107.0,1.45,2019,12
2022-05-31,Henrico,VA,Passenger,0.0,1.0,1.0,13.0,14.0,7.14,2022,5
2017-05-31,Cowlitz,WA,Passenger,52.0,50.0,102.0,69531.0,69633.0,0.15,2017,5
2020-11-30,Lincoln,WA,Passenger,5.0,11.0,16.0,7616.0,7632.0,0.21,2020,11
2020-03-31,Kittitas,WA,Passenger,98.0,49.0,147.0,29996.0,30143.0,0.49,2020,3
2022-07-31,Anne Arundel,MD,Passenger,3.0,3.0,6.0,340.0,346.0,1.73,2022,7
2018-07-31,Flathead,MT,Passenger,1.0,0.0,1.0,53.0,54.0,1.85,2018,7
2021-10-31,Anchorage,AK,Passenger,1.0,0.0,1.0,145.0,146.0,0.68,2021,10
2017-05-31,Manatee,FL,Passenger,1.0,0.0,1.0,47.0,48.0,2.08,2017,5
2023-04-30,Yellowstone,MT,Passenger,0.0,1.0,1.0,15.0,16.0,6.25,2023,4
2018-11-30,Asotin,WA,Truck,0.0,0.0,0.0,6619.0,6619.0,0.0,2018,11
2018-08-31,Allegheny,PA,Passenger,1.0,0.0,1.0,84.0,85.0,1.18,2018,8
2019-10-31,Cochise,AZ,Passenger,0.0,1.0,1.0,105.0,106.0,0.94,2019,10
2021-12-31,Larimer,CO,Passenger,1.0,0.0,1.0,49.0,50.0,2.0,2021,12
2018-04-30,Franklin,MA,Passenger,0.0,1.0,1.0,2.0,3.0,33.33,2018,4
2020-03-31,Owyhee,ID,Passenger,1.0,0.0,1.0,3.0,4.0,25.0,2020,3
2022-01-31,Louisa,VA,Passenger,0.0,1.0,1.0,1.0,2.0,50.0,2022,1
2021-08-31,Skamania,WA,Passenger,52.0,38.0,90.0,8379.0,8469.0,1.06,2021,8
2022-12-31,Washtenaw,MI,Passenger,0.0,1.0,1.0,24.0,25.0,4.0,2022,12
2023-12-31,Kern,CA,Passenger,1.0,1.0,2.0,156.0,158.0,1.27,2023,12
2021-08-31,Albemarle,VA,Passenger,2.0,0.0,2.0,23.0,25.0,8.0,2021,8
2017-06-30,Franklin,WA,Truck,0.0,0.0,0.0,18119.0,18119.0,0.0,2017,6
2020-06-30,San Juan,WA,Passenger,302.0,93.0,395.0,13962.0,14357.0,2.75,2020,6
2019-11-30,Duval,FL,Passenger,1.0,2.0,3.0,374.0,377.0,0.8,2019,11
2019-02-28,Ada,ID,Passenger,0.0,2.0,2.0,320.0,322.0,0.62,2019,2
2023-06-30,Autauga,AL,Passenger,2.0,0.0,2.0,13.0,15.0,13.33,2023,6
2022-08-31,Yellowstone,MT,Passenger,0.0,1.0,1.0,19.0,20.0,5.0,2022,8
2020-09-30,Cumberland,NC,Passenger,0.0,3.0,3.0,468.0,471.0,0.64,2020,9
2023-12-31,Williamsburg,VA,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2023,12
2020-12-31,Yakima,WA,Passenger,171.0,128.0,299.0,167257.0,167556.0,0.18,2020,12
2023-08-31,Pima,AZ,Passenger,1.0,0.0,1.0,162.0,163.0,0.61,2023,8
2022-07-31,Arlington,VA,Passenger,1.0,0.0,1.0,128.0,129.0,0.78,2022,7
2020-05-31,Gwinnett,GA,Passenger,1.0,0.0,1.0,75.0,76.0,1.32,2020,5
2023-09-30,Harrison,MS,Passenger,1.0,0.0,1.0,29.0,30.0,3.33,2023,9
2018-05-31,Ferry,WA,Passenger,2.0,3.0,5.0,4416.0,4421.0,0.11,2018,5
2017-12-31,Mason,WA,Truck,0.0,0.0,0.0,19588.0,19588.0,0.0,2017,12
2020-12-31,Okanogan,WA,Truck,0.0,0.0,0.0,16598.0,16598.0,0.0,2020,12
2020-12-31,New London,CT,Passenger,1.0,1.0,2.0,233.0,235.0,0.85,2020,12
2023-01-31,Marion,IA,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2023,1
2018-11-30,Clallam,WA,Passenger,147.0,121.0,268.0,50328.0,50596.0,0.53,2018,11
2019-10-31,Grays Harbor,WA,Truck,0.0,0.0,0.0,20726.0,20726.0,0.0,2019,10
2022-07-31,San Mateo,CA,Passenger,2.0,0.0,2.0,84.0,86.0,2.33,2022,7
2018-11-30,Columbia,WA,Truck,0.0,0.0,0.0,1516.0,1516.0,0.0,2018,11
2019-10-31,Skagit,WA,Truck,1.0,0.0,1.0,32554.0,32555.0,0.0,2019,10
2022-04-30,Pend Oreille,WA,Truck,0.0,0.0,0.0,5652.0,5652.0,0.0,2022,4
2022-04-30,St. Lawrence,NY,Passenger,1.0,0.0,1.0,2.0,3.0,33.33,2022,4
2019-01-31,Chelan,WA,Passenger,140.0,64.0,204.0,54203.0,54407.0,0.37,2019,1
2020-11-30,Putnam,TN,Passenger,0.0,1.0,1.0,3.0,4.0,25.0,2020,11
2023-01-31,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2023,1
2021-05-31,Rockingham,NH,Passenger,1.0,0.0,1.0,25.0,26.0,3.85,2021,5
2021-11-30,Stevens,WA,Passenger,54.0,43.0,97.0,30290.0,30387.0,0.32,2021,11
2023-08-31,Columbia,WA,Passenger,12.0,1.0,13.0,2428.0,2441.0,0.53,2023,8
2019-04-30,Honolulu,HI,Passenger,2.0,3.0,5.0,518.0,523.0,0.96,2019,4
2019-04-30,Charleston,SC,Passenger,1.0,0.0,1.0,125.0,126.0,0.79,2019,4
2020-12-31,Skagit,WA,Passenger,497.0,238.0,735.0,91392.0,92127.0,0.8,2020,12
2021-01-31,Randolph,NC,Passenger,1.0,0.0,1.0,7.0,8.0,12.5,2021,1
2018-01-31,Pierce,WA,Passenger,1095.0,996.0,2091.0,527326.0,529417.0,0.39,2018,1
2019-10-31,Fairfax,VA,Passenger,5.0,2.0,7.0,769.0,776.0,0.9,2019,10
2019-01-31,Asotin,WA,Passenger,12.0,9.0,21.0,12726.0,12747.0,0.16,2019,1
2020-08-31,Lincoln,WA,Passenger,5.0,11.0,16.0,7626.0,7642.0,0.21,2020,8
2018-12-31,Fresno,CA,Passenger,1.0,0.0,1.0,198.0,199.0,0.5,2018,12
2022-12-31,Jackson,OK,Passenger,0.0,1.0,1.0,32.0,33.0,3.03,2022,12
2020-08-31,Hamilton,IN,Passenger,1.0,0.0,1.0,41.0,42.0,2.38,2020,8
2019-09-30,Pierce,WA,Passenger,1966.0,1601.0,3567.0,545244.0,548811.0,0.65,2019,9
2017-07-31,Jefferson,WA,Passenger,107.0,61.0,168.0,23895.0,24063.0,0.7,2017,7
2021-12-31,Kauai,HI,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2021,12
2023-02-28,San Juan,WA,Truck,10.0,0.0,10.0,5899.0,5909.0,0.17,2023,2
2022-08-31,Multnomah,OR,Passenger,0.0,3.0,3.0,533.0,536.0,0.56,2022,8
2019-07-31,Richland,SC,Passenger,0.0,1.0,1.0,163.0,164.0,0.61,2019,7
2022-07-31,Harris,TX,Passenger,1.0,0.0,1.0,155.0,156.0,0.64,2022,7
2020-03-31,Tulsa,OK,Passenger,1.0,1.0,2.0,50.0,52.0,3.85,2020,3
2021-08-31,Wilson,TX,Passenger,0.0,1.0,1.0,4.0,5.0,20.0,2021,8
2022-04-30,Marion,IA,Passenger,1.0,0.0,1.0,0.0,1.0,100.0,2022,4
2020-04-30,Contra Costa,CA,Passenger,3.0,2.0,5.0,321.0,326.0,1.53,2020,4
2023-03-31,Pend Oreille,WA,Truck,0.0,0.0,0.0,5587.0,5587.0,0.0,2023,3
2019-07-31,Clallam,WA,Truck,1.0,0.0,1.0,21807.0,21808.0,0.0,2019,7
2020-01-31,Lincoln,WA,Passenger,1.0,11.0,12.0,7788.0,7800.0,0.15,2020,1
2023-12-31,Kings,CA,Passenger,2.0,2.0,4.0,252.0,256.0,1.56,2023,12
2021-08-31,Gwinnett,GA,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2021,8
2023-04-30,District of Columbia,DC,Passenger,2.0,0.0,2.0,154.0,156.0,1.28,2023,4
2023-08-31,Mason,WA,Passenger,483.0,214.0,697.0,46146.0,46843.0,1.49,2023,8
2019-09-30,Whitman,WA,Passenger,36.0,45.0,81.0,22703.0,22784.0,0.36,2019,9
2022-06-30,Garfield,WA,Passenger,0.0,3.0,3.0,1317.0,1320.0,0.23,2022,6
2018-08-31,Washtenaw,MI,Passenger,1.0,0.0,1.0,38.0,39.0,2.56,2018,8
2021-09-30,Howard,MD,Passenger,0.0,1.0,1.0,64.0,65.0,1.54,2021,9
2021-04-30,Dallas,IA,Passenger,0.0,1.0,1.0,9.0,10.0,10.0,2021,4
2023-12-31,Island,WA,Passenger,1292.0,478.0,1770.0,60488.0,62258.0,2.84,2023,12
2019-02-28,Clay,FL,Passenger,0.0,1.0,1.0,84.0,85.0,1.18,2019,2
2020-09-30,Montgomery,TX,Passenger,1.0,0.0,1.0,52.0,53.0,1.89,2020,9
2018-05-31,Nantucket,MA,Passenger,1.0,0.0,1.0,4.0,5.0,20.0,2018,5
2019-10-31,Tulsa,OK,Passenger,1.0,1.0,2.0,52.0,54.0,3.7,2019,10
2018-12-31,Contra Costa,CA,Passenger,0.0,2.0,2.0,404.0,406.0,0.49,2018,12
2018-11-30,Shelby,TN,Passenger,0.0,1.0,1.0,105.0,106.0,0.94,2018,11
2023-10-31,Meade,KY,Passenger,1.0,0.0,1.0,14.0,15.0,6.67,2023,10
2023-10-31,Monterey,CA,Truck,1.0,0.0,1.0,30.0,31.0,3.23,2023,10
2021-11-30,Clark,WA,Passenger,3363.0,1534.0,4897.0,320644.0,325541.0,1.5,2021,11
2019-10-31,Brevard,FL,Passenger,0.0,1.0,1.0,93.0,94.0,1.06,2019,10
2021-06-30,Bexar,TX,Passenger,2.0,4.0,6.0,557.0,563.0,1.07,2021,6
2020-08-31,Douglas,CO,Passenger,0.0,1.0,1.0,83.0,84.0,1.19,2020,8
2021-06-30,New London,CT,Passenger,1.0,1.0,2.0,223.0,225.0,0.89,2021,6
2021-03-31,Saginaw,MI,Passenger,2.0,0.0,2.0,12.0,14.0,14.29,2021,3
2022-01-31,Island,WA,Passenger,733.0,344.0,1077.0,62449.0,63526.0,1.7,2022,1
2022-06-30,Carson City,NV,Passenger,1.0,0.0,1.0,9.0,10.0,10.0,2022,6
2024-01-31,Douglas,WA,Passenger,259.0,86.0,345.0,28381.0,28726.0,1.2,2024,1
2023-01-31,El Paso,TX,Passenger,3.0,0.0,3.0,315.0,318.0,0.94,2023,1
2020-08-31,Santa Cruz,CA,Passenger,1.0,0.0,1.0,35.0,36.0,2.78,2020,8
2017-03-31,Snohomish,WA,Passenger,1656.0,848.0,2504.0,513348.0,515852.0,0.49,2017,3
